17,458,22726,F,서울특별시 성북구,2858,25,43291,2004-11-23 0:00,2243244,34443882,1382423,1060948,39130497,Silver,A0810,1761828,삼성전자 외장하드 J3 2TB 블랙,110900,A0307,951130,QLC SSD 870 QVO 2TB MZ-77Q2T0BW 공식인증,273600
18,515,25488,M,서울특별시 성동구,4774,23,39224,2016-02-01 0:00,4549578,24201015,3380887,19761426,51892906,GOLD,H3103,4737415,에코그린리조트(제주도/호텔),87000,A0207,432524,마이스터스튁 블루 명함지갑 116744 독일 현지샵,220000
19,562,58651,M,대전광역시 유성구,34161,20,53120,2000-01-14 0:00,2268801,5378133,3929320,2354453,13930707,Silver,A0804,1529329,ALPICOOL 알피쿨 C9모델 국내AS가능,107920,P0110,1554690,(명품직구)구찌 510332 패브릭 시마 토트백,911050
20,578,96735,M,대구광역시 서구,41713,24,0,2005-10-12 0:00,6662199,137269158,5003813,5467982,154403152,GOLD,A0304,4577772,젠 1인 소파 (샴페인골드),754000,A0214,560891,병아리/앵무새 육추 및 보온 육추기 삐약이집(특대형),175900
21,620,36410,M,광주광역시 광산구,62399,42,42241,1999-01-12 0:00,2600008,15376150,3458974,1005301,22440433,Silver,A0404,2416114,(AK몰)(QR)(버버리) 스모크 체크 카드지갑 3998941-CHOCOLATE,220720,D0701,1709197,B베러 프린세스 지붕차 출산선물 지붕차,209190
22,639,71625,F,울산광역시 동구,44043,71,95310,2005-09-02 0:00,2258001,1534152,1543190,3763403,9098746,Silver,F1104,1718208,핀란디아 지니 2층침대 (코튼매트 2EA),1249900,D0804,1508876,비스포크 식기세척기 빌트인전용 DW60A8075UG 혜택가 74만원대,812170
23,691,86012,F,서울특별시 강북구,1118,21,0,2008-10-21 0:00,2115157,1425411,1319912,12486191,17346671,GOLD,A1911,4748257,업소용 찬밧드냉장고 CWS-090RB 반찬냉장고 내부스텐,612360,E0122,1063898,엑스코어 트위스터머신 붕어운동 밸런스운동,158000
24,692,12971,F,서울특별시 광진구,4923,28,31150,2003-08-29 0:00,3566274,9240381,1758707,114499738,129065100,VIP,A0410,3913845,산돌  DS1618+(6TB) Barracuda 1TB x 6개장착,1507750,A1703,406112,에이원프로 AP270 전자사전,175750
25,707,24999,F,인천광역시 강화군,23017,34,0,1999-02-20 0:00,21687961,34665655,2751693,1120675,60225984,GOLD,A0808,1831330,(카드가능) 기프트코드 10만원 / 구글 기프트카드,95000,D2001,1465056,LG전자 디오스 S834S32V (정품판매점),1229950
26,777,63548,F,부산광역시 남구,48565,28,52209,1999-07-06 0:00,2809967,5352243,3257904,1127123,12547237,Silver,F0710,4237927,스트라이프 호텔침구 화이트 퀸(바보사랑),103550,F0801,107367,원적외선 튜브히터 CAH-T1320A 돈풍기 석유난로 DK,898000
27,880,88908,F,서울특별시 종로구,3052,23,0,2011-12-19 0:00,8212532,2883862,2244996,3227302,16568692,Silver,A1909,2327822,아가방 노우컬러무봉제다운우주복_01P757507,83160,D1205,1187427,TW2P0605VSH 여성 락스터드 카드지갑,270000
28,893,82581,M,인천광역시 부평구,21421,27,23139,2002-01-25 0:00,5395820,34222586,3450901,2372215,45441522,GOLD,A0206,1419360,브리올옴므 지복합성 5종세트,89900,H0101,839384,캐치온 호크아이 2채널 블랙박스 64G + HUD,177060
29,899,95862,M,대구광역시 남구,42449,21,51011,2012-03-06 0:00,3658853,1588066,2328173,3276673,10851765,Silver,F1107,620847,정품.삼성 진공청소기 VC33M2110LP 가정용청소기,101650,E0201,1189539,오딧세이 스트로크 랩 2 퍼터/슈퍼스트로크 교체가능,248080
30,903,79001,F,대구광역시 남구,42456,45,0,2006-12-29 0:00,3785916,1562278,1010735,118945978,125304907,VVIP,F1104,6903584,(명품직구) 프라다 로고 스포데라토 레더 은장 버클 벨트 2CS031-CUH-F0002,399000,C0105,1824140,[서초][더케이호텔서울 청록담]디너 모듬 특사시미1인,85830
31,960,36288,M,부산광역시 사상구,47024,55,87102,2006-08-04 0:00,6544245,28875444,4930984,12944110,53294783,GOLD,E0105,1069243,핫토이 MMS534 어벤져스 엔드게임 네뷸라 1/6,210000,F0805,480816,데논AVR-X550BT+야마하NS-P51+B51+NS-SW050/당일발송,952750
32,967,103085,M,부산광역시 서구,49249,64,27434,2003-11-07 0:00,2695235,1373749,399710924,3234370,407014278,GOLD,A0409,4375284,(명품직구) 페라가모 남성 콜롬비아 스니커즈 COLUMBIA,452200,A1407,913133,남자 9부 전신 남성 실내 수영복 KSMF957,97350
33,1002,45780,M,서울특별시 동작구,7055,38,0,2015-07-25 0:00,4411097,4988479,1809246,1125439,12334261,Silver,D0401,3291824,천연 마노 바둑돌 흑백 고급 바둑알 원목 바둑통 세트,174470,A0411,97331,금영  KYG-2121 로렌드음원 고급형 업소용반주기 단품,896330
34,1093,62302,M,부산광역시 영도구,49070,40,0,2015-03-14 0:00,3849120,1899113,3300485,1067360,10116078,Silver,A0807,1630024,퀸 1인 소파 (샴페인골드),795000,A1911,281117,제일 1등급 HACCP 명절 홍성 한우선물세트 3종 1.2kg,249000
35,1105,55386,M,광주광역시 서구,61923,51,25411,2007-04-26 0:00,4708184,2422312,1437412,101043942,109611850,VIP,A0407,5097476,미션 QX-5 5.1채널스피커(QX2/S8),3015500,A1202,1570601,당일발송 넷기어 JGS524-200 24포트 기가비트 스위칭허브 2000Mbps지원 LED모니터링 셀프쿨링,214800
36,1183,79677,F,서울특별시 성북구,2717,54,28545,2001-08-03 0:00,2543139,4328105,1421269,2738179,11030692,Silver,F0804,834534,다니엘 1도어 유리장식장 진열장 그릇장 코발트블루,973500,D1201,1649644,길들인 국산 옛날 미니 무쇠가마솥 28cm 수공예 무쇠솥,101780
37,1217,31930,M,대전광역시 유성구,34121,40,23163,2016-03-19 0:00,254674110,1844687,1762264,9498326,267779387,GOLD,A0207,2250697,대관령한우 골드1호 1+등급 추석 설 고급명절선물세트,165690,H0101,1502868,정품토너 CLT-K403S SL-C435 C436 C436W C486W bsd,47090
38,1230,85250,M,서울특별시 강북구,1182,34,83212,1999-03-25 0:00,20613457,1233800,1482637,1304908,24634802,Silver,E0122,984962,SOI 익스트림 포터블 SSD 1TB 외장 SSD,199000,H3203,976236,삼성전자 SM-F721 갤럭시Z 플립4 5G 256GB 자급제 (색상선택) THE,1220470
39,1297,45373,M,서울특별시 동작구,6935,24,42930,2009-01-14 0:00,2469421,3347010,2518469,3363352,11698252,Silver,D0805,3888826,코치 여성 반지갑 C3309 미국직배송 해외직구,111860,A0307,236650,엘츠 스텔라 기저귀가방 숄더백 (머스타드브라운),89520
40,1301,55101,M,인천광역시 서구,22795,76,0,2015-02-17 0:00,3967454,4012716,2842663,46794492,57617325,GOLD,M0305,3905507,메저/메조/메쪼 슈퍼졸리 일렉트로닉 전자동 그라인더,967270,A0206,1367574,내셔널지오그래픽 NG AU 2450 카메라가방 메신저백,126530
41,1369,55431,M,인천광역시 연수구,21946,43,0,2007-02-06 0:00,3396737,40551479,2283359,1952247,48183822,GOLD,A0407,1889909,닥터케어 디지털 공기압마사지기 UT-A1200 본품+다리,121650,C0202,180005,데논 AVR-X250BT+CR4.3+CR4.1+CR4C+WH-S8 /당일발송,1295000
42,1375,29771,F,서울특별시 서초구,6527,53,72290,2010-11-17 0:00,162854377,1054969,3714828,26267831,193892005,GOLD,F1103,3786351,[타니 바이 미네타니]   타임리스 버블 체인 이어링 MS3E211F,218500,H0104,610337,베네통 리얼레더 셔츠형 자켓 BALE50161,349500
43,1424,94321,F,대구광역시 달서구,42790,64,0,2006-07-23 0:00,1709158,14229333,2735312,4591468,23265271,Silver,A0805,4594448,(구찌)(615523 CAO0G 1000) 22SS GG 인터로킹 체인 숄더백 블랙 STK,887500,M0107,848979,준공업용 수평가마 엘나미싱160 ELNA(정가49만원) 미싱바늘 18호가 사용 가능한 튼튼한 엘나미싱,375900
44,1477,78879,M,서울특별시 용산구,4395,43,85429,2005-01-14 0:00,1705180,5598015,2222832,1204241,10730268,Silver,D2001,2896534,캐논 EOS RP + 24-105 F4-7.1 /새상품/ Big,1708380,C0102,1732064,전신근력200kg까지강화 옥션1만개판매 세비앙로잉머신,198000
45,1481,34785,M,서울특별시 송파구,5810,30,28559,2010-12-22 0:00,4524038,44277157,1166183,1078073,51045451,GOLD,A0207,3591286,프리미엄 전체식 홍삼진액 빼어날 수 50ml x 60포,113280,A0409,354847,아랑 PGYTECH OneMo 카메라 백팩 25L 숄더백포함 Black,246050
46,1496,81259,M,서울특별시 관악구,8748,43,0,1999-09-21 0:00,7170146,4245310,1467706,1086249,13969411,Silver,B0401,1638116,(ASSOS) ASSOS 아소스 멜빵반바지 MILLE GT Bib Shorts GTO C2 밀레 GT 빕 숏 GTO 자전거용 반바지 타이즈,408500,A0310,127908,VT 프로텍 4D 플러스 에어롤링안마기 안마의자 PR-611,675250
47,1516,34075,F,서울특별시 강남구,6196,46,42241,1999-05-11 0:00,5127741,5718522,2710839,22678121,36235223,GOLD,A0310,5273288,얀 첼로 활 Vcb-c100,150000,B0303,1594239,3개 지엔씨 밀크씨슬 1300 mg 실리마린 엑스트라 스트렝스 60 캡렛 빠른직구,97760
48,1529,103133,M,부산광역시 연제구,47587,41,51011,2011-03-04 0:00,7523837,16656153,1204819,1032282,26417091,Silver,B0303,2769930,갤러리아 헬렌카민스키 비앙카 (BIANCA),187000,A0814,1392463,독일 현지샵 레키 마카루 FX 카본  65220631 안티쇽,219170
49,1543,64049,M,인천광역시 남동구,21507,32,13502,2005-02-14 0:00,3486718,1851266,3645498,1122595,10106077,Silver,A1707,3137156,절충형 유모차 솔라리아 오토 4륜구동 핸들전환 BR,494720,A1402,1794642,WE호텔 제주(제주도/서귀포),196000
50,1586,79402,F,인천광역시 서구,22827,61,0,2010-09-06 0:00,5331798,1881929,29322610,1384489,37920826,Silver,E0201,3524326,지니 3D 8인치 네비게이션_거치형 2021년형 신형제품,189000,C0102,511277,(판매1위) 맥클라이드 골프백 (MC211)캐디백/골프가방,140720
51,1626,86417,M,서울특별시 강동구,5337,61,23313,2013-03-13 0:00,3591686,5057532,1109782,1017548,10776548,Silver,E0122,1534456,비쎌스팀청소기 파워프레시 디럭스+스팀클리너 스팀샷,234950,C0102,928372,미스터카피 A4 복사용지 A4용지 75g 2500매 2박스,41740
52,1658,81566,F,서울특별시 관악구,8853,60,0,2014-03-07 0:00,4189737,2529264,2466739,2232144,11417884,Silver,A0303,1302172,삼성 양문형냉장고 RS82M6000S8 (815L) 전국무료배송,992250,A0302,1043744,[320쇼룸]Front Shirring Button Belt Maxi One-piece,120620
53,1661,36231,M,서울특별시 강북구,1125,46,85302,2005-11-17 0:00,5248203,5344343,1444573,3507138,15544257,Silver,B0303,1825749,2021 삼성 신형 QN75Q60B 75인치 스마트 티비 QLED TV,2534480,D1001,506423,(명품직구) 미우미우 여성 데님 슬링백 힐 5I353C-AOP,608000
54,1699,81396,M,대구광역시 수성구,42097,20,85432,2013-03-16 0:00,2237473,2411447,2073362,1059602,7781884,Silver,A1201,3710557,HP 2130 2131 2132 무한잉크프린터 잉크젯복합기,97470,H0303,780029,은상감 손조각 방짜유기/외국인바이어선물/퇴직기념품,218000
55,1714,62421,M,울산광역시 울주군,44953,34,42210,2002-02-03 0:00,3709369,1891970,27286833,1047864,33936036,Silver,H0101,3132986,(오딧세이) 2021년 화이트 핫 OG 퍼터(1번 WIDE S),295080,A0211,1467494,M114686 몽블랑 MONTBLANC 정품보장 가죽 남성 반지갑,292050
56,1722,39091,F,인천광역시 중구,22359,39,0,2001-11-17 0:00,2309155,2550190,2704536,20252912,27816793,GOLD,D1203,4007426,dower me원목손목시계보석케이스진열대 정리보관함,92000,A2001,1028417,USEME 유즈미 빌더젤 20g 1+1행사,106200
57,1765,71913,M,부산광역시 수영구,48225,47,0,2000-12-06 0:00,450860001,5291524,2293110,5670156,464114791,GOLD,A0407,4420108,핑/삼양인터내셔날정품  2021 SC L2 보스턴백,121100,A0311,580992,이지피스 초고화질 500만 CCTV 카메라 실내2개 세트,296150
58,1809,84,M,서울특별시 중랑구,2143,43,0,2005-11-19 0:00,11717507,9562760,2567547,8106724,31954538,GOLD,L1302,1045182,영국직구 크래그호퍼 남성용 NosiLife 페어본 블레이저,188500,F0805,507980,스마트카라 PCS-400 음식물처리기 이루 크림 베이지,647210
59,1856,41297,F,서울특별시 동작구,6980,47,0,2005-02-07 0:00,1604191,2177406,1151153,4532429,9465179,Silver,C0401,2129022,스마트카라 400 음식물처리기 PCS-400 (그레이),710000,H3203,1386388,베스띠벨리 2021가을  뒷밴딩  부츠컷  정장 팬츠BFP2214CA,128860
60,1910,39811,M,부산광역시 부산진구,47172,65,0,2014-02-13 0:00,4666974,3896394,1210363,7155927,16929658,GOLD,A0810,3626290,(명품직구)버버리 80278751 햄프셔 체인숄더 4색,569050,F0801,1713930,수입 파김치 10kg-향긋하고 알싸한맛 (중국산),48330
61,1941,51995,F,서울특별시 강동구,5221,55,31272,2006-04-08 0:00,8199890,1727746,1348471,1082150,12358257,Silver,L1302,3503677,발렌티노 락스터트 파우치 / SW2P0S39BOL P45,705870,A0812,1585115,(롯데백화점)인디안여름스트레치점퍼MIECLXM2401,84550
62,1996,55037,F,인천광역시 미추홀구,22205,48,39223,2005-11-28 0:00,2426525,2120980,5268807,1814840,11631152,Silver,C0102,577205,T92H2o 생활용무전기 2대세트  휴대용파우치+목걸이줄,229000,D0805,1135889,데논AVR-X550BT+야마하NS-P51+B51+NS-SW050//당일발송,952750
63,2042,11986,M,대구광역시 동구,41018,50,43232,2001-07-03 0:00,4986542,1918933,1646486,62178680,70730641,GOLD,A0810,4046930,소니 리니어 PCM 보이스레코더 16GB PCM-A10 녹음기,234630,A1707,1479245,(롯데백화점)남성 고어텍스 GTX 100ans 자켓_MXQSG101,108040
64,2098,1865,M,서울특별시 영등포구,7309,43,39911,2005-05-24 0:00,2401976,2442182,3072563,18792154,26708875,GOLD,O0102,831797,팔콘 스트레이트 라인 미니에어샌더기 샌딩기 툴마트,155320,A1203,307240,[곽현주컬렉션] 라펠 롱 코트 (RED GRAY),1307130
65,2113,16886,F,인천광역시 강화군,23011,25,52204,2011-05-17 0:00,2234459,121961813,498318490,1084992,623599754,VIP,A0306,2448664,삼성 올인원7 DM700A4L-L58S 윈도우7(설치) 빠른배송,1453410,A1707,261401,무스너클 여성 폭스퍼 다운 롱 패딩 MK2003LP 290,1072550
66,2195,49010,F,부산광역시 기장군,46004,61,0,2012-12-09 0:00,4247460,3135196,1916614,41673182,50972452,GOLD,D0701,5166214,삼성 창문형 에어컨 윈도우핏 AW05A5171NZA 1등급 핑크 택배발송,660560,A0404,1307305,트리아이나 날개없는 선풍기 써큘레이터 R2 (사은품),108000
67,2239,65560,F,서울특별시 강서구,7733,51,31213,2011-12-04 0:00,2757037,3767151,3838561,5074187,15436936,Silver,F0804,3310211,바실 책상 (화이트빈티지),695000,A0811,154537,8TB Ironwolf ST8000VN004 NAS 하드디스크 +당일출고,339000
68,2256,82737,M,서울특별시 중구,4529,53,99999,2014-06-18 0:00,2008779,6026552,2286195,1071577,11393103,Silver,A0814,4548904,블랙매직/ATEM Mini Pro/방송스위처/멀티뷰/AV세상,656000,H0303,1556601,[리퍼]메모리+신품SSD더블업  세로모드지원 HP 일체형PC 600G2AIO 6세대 윈10 웹캠,418070
69,2264,35158,F,광주광역시 북구,61188,41,42192,2009-05-01 0:00,1943529,441582791,2332479,44895843,490754642,VIP,A1503,2935466,ACP-3 /씨에스텍/카펫세척기/카펫/쇼파/철저한A/S,2035000,H3103,461491,삼성전자 RT62A7049S9 일반냉장고 615L 2도어,954050
70,2297,52096,M,서울특별시 마포구,4027,46,81121,2006-01-08 0:00,4681566,2523252,35908012,1067371,44180201,GOLD,H0303,3690832,갤럭시 노트10/노트10플러스 모음전,135050,D1410,1268353,전동휠 두발 킥보드 미니로봇 핸드다리컨트롤 2개구비,226540
71,2344,95522,F,부산광역시 사상구,46978,53,0,2015-12-09 0:00,3820319,15539645,3441894,112499964,135301822,VIP,A1408,4652305,캐슬 Avon 5 톨보이스피커,3513990,F1202,1502106,네스프레소 픽시  EN124.S 캡슐머신 실버,126900
72,2353,12613,M,서울특별시 성북구,2770,42,0,2001-08-16 0:00,2212668,5111640,2387270,1059935,10771513,Silver,D0805,1512976,LG전자울트라PC 15UD40Q-GX70K WIN10/Ryzen7/16GB/256GB 마우스+패드 JD,848610,M0107,1162818,카이저 단조 퍼터 프리미엄 금장 블랙 골프퍼터 33 34,303400
73,2365,31275,M,서울특별시 동작구,6965,45,0,2000-09-12 0:00,6017962,4281174,13729733,14444477,38473346,GOLD,O0101,2984300,고양이 유산균 강아지 유산균 Proviable-DC 80캡슐 x3,187060,B0401,1475586,와이드뷰 81cm TV WV320FHD-S01 대기업패널 모니터겸용,149570
74,2472,52952,M,서울특별시 영등포구,7266,58,0,2014-07-10 0:00,4989896,4628421,1411613,1770653,12800583,Silver,H0104,939599,(캐논공식총판) RF 800mm F11 IS STM  / 빛배송,1386110,A1809,1467658,13mm남양진주반지(14k 6.4g 환갑칠순 JC),980000
75,2521,18842,F,대구광역시 달서구,42699,31,0,2002-12-15 0:00,6777380,2166142,1658708,87609085,98211315,GOLD,F0805,3253423,경량 캠핑 야전침대 접이식 간이 침대,93900,A1703,699221,[모다아울렛]여성골프화4cm키높이 QAHXLSH057,174570
76,2547,56153,F,서울특별시 금천구,8626,47,0,2012-11-13 0:00,395908087,4160019,3134911,53865043,457068060,VIP,A0214,1983211,XA40 정품 필터+융증정 캐논4K프로페셔널캠코더/CS,2394000,A0406,166776,함박스테이크 120g x 20팩  /스테이크/간식/즉석가공식,42220
77,2553,29594,M,울산광역시 남구,44774,37,0,2014-03-26 0:00,6803153,764882971,54435009,3299263,829420396,VVIP,D0601,7049740,TW 5.6 2021년 XTR 24단 27.5인치 티타늄MTB,8690000,A0313,1193313,LG전자 휘센 2in1에어컨 FQ18VBWWA2 기본설치포함-HA-,1723010
78,2566,97334,M,서울특별시 양천구,7902,67,0,2009-03-08 0:00,1635274,1949325,2969517,87222707,93776823,GOLD,A0408,1880962,원매트리스 AT (ACE TIME)/SS(슈퍼싱글사이즈),637510,A0311,1783298,삼성 Crystal UHD TV 75인치 KU75UB8100FXKR,2094140
79,2580,51435,M,서울특별시 종로구,3088,24,0,2008-09-28 0:00,1841192,20556871,3575573,1034407,27008043,Silver,A1202,1358247,플러피타 플랫폼 버클 양털 슬리퍼,85760,F0212,1714879,(코브라정품) 2021년 라드스피드 페어웨이우드(남성),281520
80,2598,75240,M,대구광역시 수성구,42201,45,51029,2016-09-01 0:00,3945376,6098559,4999983,20389715,35433633,GOLD,B0402,4496288,밸런스 와이드 책장 수납장 책꽂이 거실장 장식장,140370,F1202,1197438,코렐 그린딜라이트 디너웨어 세트 17P,111100
81,2708,100872,M,부산광역시 기장군,46083,67,0,2016-11-07 0:00,2465523,4123804,3530187,1330628,11450142,Silver,B0302,681137,KRD-T155BEH1 전국배송 빠른설치 일반소형냉장고 155L,267580,A1404,1321791,LG 디오스 오브제 컬렉션 더블매직스페이스 베이지 M873GBB272,2847840
82,2723,9264,F,서울특별시 동작구,6997,42,32051,2001-05-08 0:00,3357440,2306108,1135159,1049813,7848520,Silver,D0701,2184054,야마하 인프레스 UD+2 카본 단품아이언 2021년_남성,248830,D1204,1735003,국산 스파인코렉터 필라테스 기구 아크바렐,39900
83,2745,78855,M,인천광역시 남동구,21563,45,52129,2016-11-26 0:00,4565239,4938849,3221208,1019973,13745269,Silver,O0302,658379,LG 톤플러스 HBS-PL7 블루투스이어폰,178900,E0901,943092,인버터 벽걸이에어컨 6형 기본설치무료 MRCD061FAWWSD 공식인증점 전국설치무료배송,434700
84,2750,64354,M,서울특별시 강남구,6038,59,0,2002-04-04 0:00,4519685,3048345,2682185,1600574,11850789,Silver,H3203,3787752,애플 아이패드 9세대 10.2인치 WIFI 64GB,507750,C0201,129660,범일금고 ESD-105 내화금고 신형디지털락+열쇠 2중잠금 127kg 서랍1개 선반1개,385160
85,2758,2276,M,서울특별시 광진구,5088,41,31310,2003-10-31 0:00,42572560,1971762,2120057,6099600,52763979,GOLD,O0102,3295753,방수비데 IS-720 자가설치 - 모든 방향 완벽 파워방수,156330,O0701,1259953,2021 예거 아스펜3S 27.5인치 27단 MTB 입문용자전거,650000
86,2771,82996,M,서울특별시 성북구,2845,35,0,2000-06-06 0:00,3178738,3620294,20587791,1377837,28764660,Silver,A1203,3196721,Teac MC-D800 Cherry 극동정품,545750,K1303,1101686,오크밸리리조트(강원도/문막/원주/스키장),130000
87,2777,49204,M,울산광역시 북구,44227,25,0,2001-04-07 0:00,5974130,1616629,4714596,25509878,37815233,GOLD,A1406,3317297,삼성 갤럭시탭s5e 10.5 WiFi SM-T720 64G,661500,D1501,1324736,겐조 20FW 클러치백 5PM002 F24 99 파우치 블랙,144260
88,2788,27397,M,울산광역시 울주군,44975,60,27449,2004-02-05 0:00,6463343,3480883,3489950,6116698,19550874,GOLD,C0102,2278783,인버터 벽걸이에어컨 6형 기본설치무료 DRCD061FAWWSD 공식인증점 전국설치무료배송,456910,F0709,498512,펫모닝 직조 캣타워 PMC-CF309 고양이 캣타워,101900
89,2791,23702,F,인천광역시 미추홀구,22156,32,0,2002-11-09 0:00,7136759,3816303,3178896,4869953,19001911,Silver,A0301,3725009,미니40/폴라로이드/즉석카메라 블랙+가죽가방+필름2P외,172000,A0312,1746535,[구찌] (GUCCI) 여성메탈시계 YA127504,919370
90,2797,34966,F,서울특별시 성북구,2844,33,0,2001-02-06 0:00,5166931,4183957,285005715,17602288,311958891,GOLD,D2001,4777547,상주아람곶감 반건시 선물세트 60g 60개-2단 배열,92840,D1410,1392387,아페쎄 APC 베티백 여성 숄더 크로스백 CAD NOISETTE,370820
91,2820,98490,M,서울특별시 송파구,5796,51,39221,2000-08-10 0:00,4763161,4551470,2111441,2996947,14423019,Silver,A0210,2115492,[발렌시아가_핸드백] 20FW 여성 고딕 봄버 후드 티셔츠 641529 TJV79 9000,664410,O0701,1561258,CSBM-D200WO1 전국배송 빠른설치 미니(소형) 냉동고 가정용 업소용 다목적 199리터,945000
92,2840,99713,M,부산광역시 남구,48510,42,52121,1999-07-20 0:00,4593847,2352585,1838587,6493862,15278881,Silver,B0302,1134727,비스포크 냉장고 RF85T91S1AP 1등급 색상조합가능,4725000,C0401,1276699,현대 용접봉 SW-309L 플럭스 코드 와이어 15kg 1.2mm,159300
93,2846,99277,F,인천광역시 부평구,21413,32,0,2011-09-19 0:00,3534162,2233503,1288660,2305215,9361540,Silver,A0303,2551461,(명품직구)페라가모 여성 프리티 스니커즈 PRETTY,583780,A0410,339153,NANLITE Forza 포르자 60B Bi-Color 방송 촬영 조명,284200
