0,0,0,0,0
0,0,0,0,0
42113,4211,421,42,4
0,0,0,0,0
0,0,0,0,0
42242,4224,422,42,4
31215,3121,312,31,3
25231,2523,252,25,2
0,0,0,0,0
42192,4219,421,42,4
0,0,0,0,0
78244,7824,782,78,7
51042,5104,510,51,5
31221,3122,312,31,3
99999,9999,999,99,9
42113,4211,421,42,4
52123,5212,521,52,5
51032,5103,510,51,5
0,0,0,0,0
0,0,0,0,0
41299,4129,412,41,4
0,0,0,0,0
0,0,0,0,0
85432,8543,854,85,8
43293,4329,432,43,4
0,0,0,0,0
43231,4323,432,43,4
75391,7539,753,75,7
31250,3125,312,31,3
0,0,0,0,0
33011,3301,330,33,3
41291,4129,412,41,4
0,0,0,0,0
72242,7224,722,72,7
24142,2414,241,24,2
28399,2839,283,28,2
0,0,0,0,0
52123,5212,521,52,5
42912,4291,429,42,4
31150,3115,311,31,3
0,0,0,0,0
43212,4321,432,43,4
0,0,0,0,0
0,0,0,0,0
76225,7622,762,76,7
32030,3203,320,32,3
99999,9999,999,99,9
28329,2832,283,28,2
0,0,0,0,0
21229,2122,212,21,2
75332,7533,753,75,7
42191,4219,421,42,4
31242,3124,312,31,3
0,0,0,0,0
53120,5312,531,53,5
44222,4422,442,44,4
42291,4229,422,42,4
32030,3203,320,32,3
44140,4414,441,44,4
31211,3121,312,31,3
94121,9412,941,94,9
42111,4211,421,42,4
89909,8990,899,89,8
0,0,0,0,0
31211,3121,312,31,3
0,0,0,0,0
0,0,0,0,0
85105,8510,851,85,8
39915,3991,399,39,3
99999,9999,999,99,9
39913,3991,399,39,3
43110,4311,431,43,4
0,0,0,0,0
0,0,0,0,0
12202,1220,122,12,1
0,0,0,0,0
0,0,0,0,0
89909,8990,899,89,8
53130,5313,531,53,5
92230,9223,922,92,9
42299,4229,422,42,4
39101,3910,391,39,3
52112,5211,521,52,5
0,0,0,0,0
0,0,0,0,0
42191,4219,421,42,4
0,0,0,0,0
0,0,0,0,0
86322,8632,863,86,8
83122,8312,831,83,8
0,0,0,0,0
28442,2844,284,28,2
0,0,0,0,0
28132,2813,281,28,2
39912,3991,399,39,3
0,0,0,0,0
53210,5321,532,53,5
27231,2723,272,27,2
99999,9999,999,99,9
72131,7213,721,72,7
0,0,0,0,0
0,0,0,0,0
42913,4291,429,42,4
0,0,0,0,0
99999,9999,999,99,9
0,0,0,0,0
0,0,0,0,0
43214,4321,432,43,4
78349,7834,783,78,7
0,0,0,0,0
44199,4419,441,44,4
31272,3127,312,31,3
99999,9999,999,99,9
52123,5212,521,52,5
42241,4224,422,42,4
42930,4293,429,42,4
44159,4415,441,44,4
51021,5102,510,51,5
87399,8739,873,87,8
51012,5101,510,51,5
0,0,0,0,0
0,0,0,0,0
13902,1390,139,13,1
51011,5101,510,51,5
42922,4292,429,42,4
28471,2847,284,28,2
0,0,0,0,0
23713,2371,237,23,2
27436,2743,274,27,2
28532,2853,285,28,2
39912,3991,399,39,3
0,0,0,0,0
14123,1412,141,14,1
0,0,0,0,0
53232,5323,532,53,5
99999,9999,999,99,9
31264,3126,312,31,3
0,0,0,0,0
41111,4111,411,41,4
52141,5214,521,52,5
74210,7421,742,74,7
39994,3999,399,39,3
0,0,0,0,0
39919,3991,399,39,3
0,0,0,0,0
23126,2312,231,23,2
23413,2341,234,23,2
0,0,0,0,0
87322,8732,873,87,8
0,0,0,0,0
0,0,0,0,0
52128,5212,521,52,5
39915,3991,399,39,3
31412,3141,314,31,3
43292,4329,432,43,4
52122,5212,521,52,5
25411,2541,254,25,2
42234,4223,422,42,4
31150,3115,311,31,3
14133,1413,141,14,1
24112,2411,241,24,2
78112,7811,781,78,7
52133,5213,521,52,5
42191,4219,421,42,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
25499,2549,254,25,2
23134,2313,231,23,2
31310,3131,313,31,3
31261,3126,312,31,3
42111,4211,421,42,4
84312,8431,843,84,8
32030,3203,320,32,3
44120,4412,441,44,4
0,0,0,0,0
41132,4113,411,41,4
0,0,0,0,0
78222,7822,782,78,7
0,0,0,0,0
0,0,0,0,0
85301,8530,853,85,8
23313,2331,233,23,2
0,0,0,0,0
89909,8990,899,89,8
0,0,0,0,0
0,0,0,0,0
25123,2512,251,25,2
24720,2472,247,24,2
87321,8732,873,87,8
44290,4429,442,44,4
89132,8913,891,89,8
89909,8990,899,89,8
79999,7999,799,79,7
43213,4321,432,43,4
53120,5312,531,53,5
0,0,0,0,0
0,0,0,0,0
21322,2132,213,21,2
0,0,0,0,0
42232,4223,422,42,4
99999,9999,999,99,9
24114,2411,241,24,2
0,0,0,0,0
31230,3123,312,31,3
99999,9999,999,99,9
21331,2133,213,21,2
0,0,0,0,0
0,0,0,0,0
89909,8990,899,89,8
22124,2212,221,22,2
99999,9999,999,99,9
0,0,0,0,0
31222,3122,312,31,3
27299,2729,272,27,2
0,0,0,0,0
89909,8990,899,89,8
88101,8810,881,88,8
0,0,0,0,0
23431,2343,234,23,2
89211,8921,892,89,8
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23821,2382,238,23,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
42911,4291,429,42,4
0,0,0,0,0
87401,8740,874,87,8
0,0,0,0,0
44221,4422,442,44,4
0,0,0,0,0
95210,9521,952,95,9
85301,8530,853,85,8
44191,4419,441,44,4
0,0,0,0,0
99999,9999,999,99,9
53110,5311,531,53,5
0,0,0,0,0
31221,3122,312,31,3
0,0,0,0,0
78391,7839,783,78,7
0,0,0,0,0
84211,8421,842,84,8
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
89211,8921,892,89,8
42912,4291,429,42,4
99999,9999,999,99,9
43110,4311,431,43,4
44130,4413,441,44,4
52121,5212,521,52,5
23519,2351,235,23,2
0,0,0,0,0
25113,2511,251,25,2
31250,3125,312,31,3
87401,8740,874,87,8
0,0,0,0,0
99999,9999,999,99,9
42242,4224,422,42,4
23154,2315,231,23,2
23740,2374,237,23,2
75332,7533,753,75,7
0,0,0,0,0
42234,4223,422,42,4
53210,5321,532,53,5
52203,5220,522,52,5
39101,3910,391,39,3
94129,9412,941,94,9
79992,7999,799,79,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
81140,8114,811,81,8
24303,2430,243,24,2
44159,4415,441,44,4
23152,2315,231,23,2
32051,3205,320,32,3
31320,3132,313,31,3
0,0,0,0,0
42192,4219,421,42,4
25114,2511,251,25,2
0,0,0,0,0
23141,2314,231,23,2
0,0,0,0,0
52205,5220,522,52,5
0,0,0,0,0
0,0,0,0,0
42121,4212,421,42,4
0,0,0,0,0
31262,3126,312,31,3
53231,5323,532,53,5
22123,2212,221,22,2
25211,2521,252,25,2
51012,5101,510,51,5
0,0,0,0,0
33011,3301,330,33,3
31211,3121,312,31,3
31213,3121,312,31,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
33020,3302,330,33,3
0,0,0,0,0
78251,7825,782,78,7
99999,9999,999,99,9
0,0,0,0,0
27411,2741,274,27,2
23139,2313,231,23,2
51042,5104,510,51,5
0,0,0,0,0
31272,3127,312,31,3
0,0,0,0,0
31222,3122,312,31,3
42912,4291,429,42,4
0,0,0,0,0
0,0,0,0,0
99999,9999,999,99,9
0,0,0,0,0
52123,5212,521,52,5
74121,7412,741,74,7
31264,3126,312,31,3
92210,9221,922,92,9
39210,3921,392,39,3
31320,3132,313,31,3
0,0,0,0,0
52205,5220,522,52,5
24401,2440,244,24,2
43293,4329,432,43,4
52127,5212,521,52,5
0,0,0,0,0
83241,8324,832,83,8
27312,2731,273,27,2
0,0,0,0,0
0,0,0,0,0
53231,5323,532,53,5
84152,8415,841,84,8
44120,4412,441,44,4
89909,8990,899,89,8
24112,2411,241,24,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
24150,2415,241,24,2
52204,5220,522,52,5
51021,5102,510,51,5
74110,7411,741,74,7
0,0,0,0,0
52126,5212,521,52,5
24650,2465,246,24,2
0,0,0,0,0
31264,3126,312,31,3
0,0,0,0,0
33020,3302,330,33,3
28333,2833,283,28,2
14131,1413,141,14,1
44110,4411,441,44,4
39223,3922,392,39,3
43231,4323,432,43,4
0,0,0,0,0
0,0,0,0,0
27232,2723,272,27,2
79290,7929,792,79,7
23990,2399,239,23,2
42234,4223,422,42,4
25452,2545,254,25,2
52204,5220,522,52,5
39915,3991,399,39,3
95120,9512,951,95,9
15121,1512,151,15,1
0,0,0,0,0
28396,2839,283,28,2
0,0,0,0,0
42912,4291,429,42,4
0,0,0,0,0
53210,5321,532,53,5
0,0,0,0,0
22410,2241,224,22,2
0,0,0,0,0
0,0,0,0,0
31422,3142,314,31,3
79999,7999,799,79,7
0,0,0,0,0
21211,2121,212,21,2
41231,4123,412,41,4
0,0,0,0,0
31421,3142,314,31,3
78361,7836,783,78,7
42191,4219,421,42,4
43216,4321,432,43,4
27312,2731,273,27,2
99999,9999,999,99,9
83222,8322,832,83,8
99999,9999,999,99,9
0,0,0,0,0
24119,2411,241,24,2
0,0,0,0,0
0,0,0,0,0
42122,4212,421,42,4
44223,4422,442,44,4
31214,3121,312,31,3
42111,4211,421,42,4
13134,1313,131,13,1
0,0,0,0,0
99999,9999,999,99,9
75311,7531,753,75,7
31272,3127,312,31,3
99999,9999,999,99,9
44151,4415,441,44,4
0,0,0,0,0
43299,4329,432,43,4
43215,4321,432,43,4
24150,2415,241,24,2
23990,2399,239,23,2
32030,3203,320,32,3
0,0,0,0,0
0,0,0,0,0
23159,2315,231,23,2
52123,5212,521,52,5
0,0,0,0,0
0,0,0,0,0
32090,3209,320,32,3
0,0,0,0,0
99999,9999,999,99,9
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
95220,9522,952,95,9
28524,2852,285,28,2
0,0,0,0,0
23740,2374,237,23,2
44130,4413,441,44,4
0,0,0,0,0
26112,2611,261,26,2
86321,8632,863,86,8
88103,8810,881,88,8
32090,3209,320,32,3
33011,3301,330,33,3
41231,4123,412,41,4
0,0,0,0,0
0,0,0,0,0
87507,8750,875,87,8
0,0,0,0,0
0,0,0,0,0
91001,9100,910,91,9
51012,5101,510,51,5
52201,5220,522,52,5
89144,8914,891,89,8
0,0,0,0,0
84130,8413,841,84,8
31310,3131,313,31,3
24750,2475,247,24,2
32040,3204,320,32,3
31421,3142,314,31,3
42243,4224,422,42,4
0,0,0,0,0
52132,5213,521,52,5
84212,8421,842,84,8
99999,9999,999,99,9
42210,4221,422,42,4
33012,3301,330,33,3
0,0,0,0,0
23824,2382,238,23,2
23735,2373,237,23,2
0,0,0,0,0
95220,9522,952,95,9
0,0,0,0,0
0,0,0,0,0
39229,3922,392,39,3
0,0,0,0,0
0,0,0,0,0
53232,5323,532,53,5
14112,1411,141,14,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31422,3142,314,31,3
27293,2729,272,27,2
53231,5323,532,53,5
0,0,0,0,0
0,0,0,0,0
44130,4413,441,44,4
27432,2743,274,27,2
52203,5220,522,52,5
0,0,0,0,0
0,0,0,0,0
24730,2473,247,24,2
0,0,0,0,0
99999,9999,999,99,9
99999,9999,999,99,9
0,0,0,0,0
31411,3141,314,31,3
0,0,0,0,0
23219,2321,232,23,2
51011,5101,510,51,5
0,0,0,0,0
0,0,0,0,0
85101,8510,851,85,8
43299,4329,432,43,4
39914,3991,399,39,3
32010,3201,320,32,3
15111,1511,151,15,1
25111,2511,251,25,2
0,0,0,0,0
0,0,0,0,0
15211,1521,152,15,1
0,0,0,0,0
0,0,0,0,0
99999,9999,999,99,9
52125,5212,521,52,5
52203,5220,522,52,5
95220,9522,952,95,9
51029,5102,510,51,5
42292,4229,422,42,4
75103,7510,751,75,7
0,0,0,0,0
52202,5220,522,52,5
0,0,0,0,0
43212,4321,432,43,4
27242,2724,272,27,2
0,0,0,0,0
92210,9221,922,92,9
0,0,0,0,0
0,0,0,0,0
44130,4413,441,44,4
0,0,0,0,0
39102,3910,391,39,3
0,0,0,0,0
31271,3127,312,31,3
28524,2852,285,28,2
31230,3123,312,31,3
42331,4233,423,42,4
25232,2523,252,25,2
0,0,0,0,0
39229,3922,392,39,3
42912,4291,429,42,4
99999,9999,999,99,9
27412,2741,274,27,2
0,0,0,0,0
84222,8422,842,84,8
0,0,0,0,0
23740,2374,237,23,2
0,0,0,0,0
23990,2399,239,23,2
42113,4211,421,42,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
52131,5213,521,52,5
44110,4411,441,44,4
39994,3999,399,39,3
24304,2430,243,24,2
51023,5102,510,51,5
24551,2455,245,24,2
52201,5220,522,52,5
44152,4415,441,44,4
28554,2855,285,28,2
0,0,0,0,0
99999,9999,999,99,9
82219,8221,822,82,8
52122,5212,521,52,5
24302,2430,243,24,2
23319,2331,233,23,2
32040,3204,320,32,3
53220,5322,532,53,5
75331,7533,753,75,7
0,0,0,0,0
31421,3142,314,31,3
28519,2851,285,28,2
52133,5213,521,52,5
0,0,0,0,0
0,0,0,0,0
42921,4292,429,42,4
87331,8733,873,87,8
77233,7723,772,77,7
0,0,0,0,0
21214,2121,212,21,2
44290,4429,442,44,4
24813,2481,248,24,2
0,0,0,0,0
42320,4232,423,42,4
89909,8990,899,89,8
78230,7823,782,78,7
42220,4222,422,42,4
51021,5102,510,51,5
0,0,0,0,0
95110,9511,951,95,9
0,0,0,0,0
31412,3141,314,31,3
0,0,0,0,0
27351,2735,273,27,2
0,0,0,0,0
0,0,0,0,0
23139,2313,231,23,2
43110,4311,431,43,4
42921,4292,429,42,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
43231,4323,432,43,4
0,0,0,0,0
0,0,0,0,0
42239,4223,422,42,4
99999,9999,999,99,9
76120,7612,761,76,7
39914,3991,399,39,3
39915,3991,399,39,3
0,0,0,0,0
31215,3121,312,31,3
89215,8921,892,89,8
85444,8544,854,85,8
53232,5323,532,53,5
0,0,0,0,0
42199,4219,421,42,4
41231,4123,412,41,4
0,0,0,0,0
44140,4414,441,44,4
43229,4322,432,43,4
0,0,0,0,0
0,0,0,0,0
31214,3121,312,31,3
0,0,0,0,0
31264,3126,312,31,3
0,0,0,0,0
31120,3112,311,31,3
23421,2342,234,23,2
44140,4414,441,44,4
13901,1390,139,13,1
87401,8740,874,87,8
0,0,0,0,0
13124,1312,131,13,1
0,0,0,0,0
0,0,0,0,0
78369,7836,783,78,7
79119,7911,791,79,7
0,0,0,0,0
31262,3126,312,31,3
0,0,0,0,0
27435,2743,274,27,2
0,0,0,0,0
33011,3301,330,33,3
0,0,0,0,0
84151,8415,841,84,8
0,0,0,0,0
0,0,0,0,0
99999,9999,999,99,9
0,0,0,0,0
77232,7723,772,77,7
0,0,0,0,0
89132,8913,891,89,8
52121,5212,521,52,5
0,0,0,0,0
33019,3301,330,33,3
25441,2544,254,25,2
0,0,0,0,0
31110,3111,311,31,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23532,2353,235,23,2
74121,7412,741,74,7
0,0,0,0,0
39911,3991,399,39,3
52205,5220,522,52,5
78243,7824,782,78,7
53110,5311,531,53,5
43121,4312,431,43,4
99999,9999,999,99,9
28543,2854,285,28,2
52128,5212,521,52,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
78413,7841,784,78,7
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31215,3121,312,31,3
52131,5213,521,52,5
39915,3991,399,39,3
99999,9999,999,99,9
23211,2321,232,23,2
87401,8740,874,87,8
33011,3301,330,33,3
94220,9422,942,94,9
42231,4223,422,42,4
99999,9999,999,99,9
0,0,0,0,0
31213,3121,312,31,3
0,0,0,0,0
28396,2839,283,28,2
0,0,0,0,0
0,0,0,0,0
87323,8732,873,87,8
52131,5213,521,52,5
24620,2462,246,24,2
94119,9411,941,94,9
32040,3204,320,32,3
0,0,0,0,0
39911,3991,399,39,3
44221,4422,442,44,4
0,0,0,0,0
31411,3141,314,31,3
42112,4211,421,42,4
23412,2341,234,23,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31213,3121,312,31,3
99999,9999,999,99,9
25219,2521,252,25,2
0,0,0,0,0
23831,2383,238,23,2
39992,3999,399,39,3
24119,2411,241,24,2
76234,7623,762,76,7
0,0,0,0,0
13504,1350,135,13,1
0,0,0,0,0
0,0,0,0,0
52129,5212,521,52,5
0,0,0,0,0
52123,5212,521,52,5
0,0,0,0,0
0,0,0,0,0
27299,2729,272,27,2
0,0,0,0,0
43293,4329,432,43,4
33020,3302,330,33,3
52209,5220,522,52,5
24791,2479,247,24,2
94220,9422,942,94,9
89142,8914,891,89,8
28490,2849,284,28,2
21312,2131,213,21,2
28461,2846,284,28,2
0,0,0,0,0
0,0,0,0,0
89144,8914,891,89,8
0,0,0,0,0
76231,7623,762,76,7
99999,9999,999,99,9
31219,3121,312,31,3
42292,4229,422,42,4
0,0,0,0,0
31422,3142,314,31,3
53210,5321,532,53,5
0,0,0,0,0
0,0,0,0,0
89909,8990,899,89,8
0,0,0,0,0
51033,5103,510,51,5
51032,5103,510,51,5
0,0,0,0,0
39991,3999,399,39,3
84322,8432,843,84,8
85432,8543,854,85,8
23159,2315,231,23,2
51029,5102,510,51,5
52111,5211,521,52,5
42234,4223,422,42,4
0,0,0,0,0
0,0,0,0,0
31423,3142,314,31,3
99999,9999,999,99,9
0,0,0,0,0
24611,2461,246,24,2
39919,3991,399,39,3
0,0,0,0,0
23734,2373,237,23,2
0,0,0,0,0
0,0,0,0,0
52121,5212,521,52,5
39102,3910,391,39,3
42911,4291,429,42,4
0,0,0,0,0
24118,2411,241,24,2
0,0,0,0,0
99999,9999,999,99,9
39911,3991,399,39,3
42331,4233,423,42,4
0,0,0,0,0
41291,4129,412,41,4
0,0,0,0,0
43231,4323,432,43,4
51029,5102,510,51,5
43229,4322,432,43,4
95210,9521,952,95,9
0,0,0,0,0
75212,7521,752,75,7
0,0,0,0,0
0,0,0,0,0
75361,7536,753,75,7
42232,4223,422,42,4
39994,3999,399,39,3
0,0,0,0,0
0,0,0,0,0
25452,2545,254,25,2
52201,5220,522,52,5
51023,5102,510,51,5
42232,4223,422,42,4
0,0,0,0,0
24510,2451,245,24,2
0,0,0,0,0
87392,8739,873,87,8
23811,2381,238,23,2
99999,9999,999,99,9
0,0,0,0,0
87601,8760,876,87,8
52202,5220,522,52,5
39994,3999,399,39,3
27351,2735,273,27,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
82291,8229,822,82,8
51012,5101,510,51,5
41210,4121,412,41,4
39912,3991,399,39,3
25239,2523,252,25,2
52205,5220,522,52,5
83211,8321,832,83,8
0,0,0,0,0
0,0,0,0,0
31219,3121,312,31,3
42231,4223,422,42,4
0,0,0,0,0
71039,7103,710,71,7
0,0,0,0,0
39993,3999,399,39,3
43213,4321,432,43,4
0,0,0,0,0
21312,2131,213,21,2
51021,5102,510,51,5
52133,5213,521,52,5
25117,2511,251,25,2
0,0,0,0,0
0,0,0,0,0
99999,9999,999,99,9
0,0,0,0,0
0,0,0,0,0
27159,2715,271,27,2
75321,7532,753,75,7
33020,3302,330,33,3
0,0,0,0,0
0,0,0,0,0
21226,2122,212,21,2
0,0,0,0,0
0,0,0,0,0
81113,8111,811,81,8
25499,2549,254,25,2
87329,8732,873,87,8
24570,2457,245,24,2
24114,2411,241,24,2
15220,1522,152,15,1
42292,4229,422,42,4
44223,4422,442,44,4
0,0,0,0,0
52204,5220,522,52,5
23910,2391,239,23,2
33020,3302,330,33,3
31120,3112,311,31,3
0,0,0,0,0
0,0,0,0,0
44110,4411,441,44,4
0,0,0,0,0
44110,4411,441,44,4
32030,3203,320,32,3
0,0,0,0,0
52121,5212,521,52,5
25216,2521,252,25,2
0,0,0,0,0
42930,4293,429,42,4
99999,9999,999,99,9
0,0,0,0,0
94212,9421,942,94,9
52209,5220,522,52,5
0,0,0,0,0
43239,4323,432,43,4
23954,2395,239,23,2
0,0,0,0,0
42111,4211,421,42,4
39913,3991,399,39,3
0,0,0,0,0
89909,8990,899,89,8
52126,5212,521,52,5
0,0,0,0,0
24115,2411,241,24,2
39221,3922,392,39,3
31241,3124,312,31,3
0,0,0,0,0
99999,9999,999,99,9
0,0,0,0,0
23652,2365,236,23,2
26112,2611,261,26,2
27433,2743,274,27,2
44152,4415,441,44,4
31242,3124,312,31,3
84155,8415,841,84,8
0,0,0,0,0
85109,8510,851,85,8
89909,8990,899,89,8
76214,7621,762,76,7
44151,4415,441,44,4
24612,2461,246,24,2
0,0,0,0,0
0,0,0,0,0
89909,8990,899,89,8
99999,9999,999,99,9
52141,5214,521,52,5
88103,8810,881,88,8
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31242,3124,312,31,3
0,0,0,0,0
42232,4223,422,42,4
25432,2543,254,25,2
0,0,0,0,0
23512,2351,235,23,2
74210,7421,742,74,7
44110,4411,441,44,4
53220,5322,532,53,5
28394,2839,283,28,2
0,0,0,0,0
31120,3112,311,31,3
51042,5104,510,51,5
23142,2314,231,23,2
0,0,0,0,0
28132,2813,281,28,2
84392,8439,843,84,8
39913,3991,399,39,3
23921,2392,239,23,2
0,0,0,0,0
52126,5212,521,52,5
0,0,0,0,0
0,0,0,0,0
89909,8990,899,89,8
0,0,0,0,0
39913,3991,399,39,3
52203,5220,522,52,5
42320,4232,423,42,4
28542,2854,285,28,2
42930,4293,429,42,4
0,0,0,0,0
31310,3131,313,31,3
0,0,0,0,0
42922,4292,429,42,4
13909,1390,139,13,1
0,0,0,0,0
24593,2459,245,24,2
99103,9910,991,99,9
0,0,0,0,0
39919,3991,399,39,3
94219,9421,942,94,9
0,0,0,0,0
42930,4293,429,42,4
0,0,0,0,0
83219,8321,832,83,8
0,0,0,0,0
72241,7224,722,72,7
0,0,0,0,0
22213,2221,222,22,2
0,0,0,0,0
27312,2731,273,27,2
28545,2854,285,28,2
0,0,0,0,0
0,0,0,0,0
31422,3142,314,31,3
28542,2854,285,28,2
31421,3142,314,31,3
23930,2393,239,23,2
23610,2361,236,23,2
0,0,0,0,0
99220,9922,992,99,9
23822,2382,238,23,2
0,0,0,0,0
24111,2411,241,24,2
0,0,0,0,0
52201,5220,522,52,5
39912,3991,399,39,3
0,0,0,0,0
27439,2743,274,27,2
51022,5102,510,51,5
13501,1350,135,13,1
24150,2415,241,24,2
0,0,0,0,0
22330,2233,223,22,2
44140,4414,441,44,4
79999,7999,799,79,7
0,0,0,0,0
44290,4429,442,44,4
0,0,0,0,0
21214,2121,212,21,2
51023,5102,510,51,5
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
42331,4233,423,42,4
87402,8740,874,87,8
89909,8990,899,89,8
0,0,0,0,0
0,0,0,0,0
31272,3127,312,31,3
0,0,0,0,0
23224,2322,232,23,2
0,0,0,0,0
41291,4129,412,41,4
26111,2611,261,26,2
31261,3126,312,31,3
15211,1521,152,15,1
21215,2121,212,21,2
39919,3991,399,39,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
